name,SMILES,formula,exact_mass
Perfluorododecanoic acid,C(=O)(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,C12HF23O2,613.9609283
Perfluoroundecanoic acid,C(=O)(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,C11HF21O2,563.9641219
11-H-Perfluoroundecanoic acid,C(C(C(C(C(C(C(C(C(C(C(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C11H2F20O2,545.9735437
Perfluorodecanoic acid,C(=O)(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,C10HF19O2,513.9673155
"Perfluoroalkyl (linear) dicarboxylic acids, Perfluorosebacic acid;Perfluorosebacic acid",C(=O)(C(C(C(C(C(C(C(C(C(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,C10H2F16O4,489.9697601
9-Chloro-perfluorononanoic acid,C(=O)(C(C(C(C(C(C(C(C(Cl)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,C9HClF16O2,479.9409585
Perfluorononanoic acid,C(=O)(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,C9HF17O2,463.970509
9-H-Perfluorononanoic acid,C(C(C(C(C(C(C(C(C(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C9H2F16O2,445.9799308
Perfluorooctanoic acid,C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,C8HF15O2,413.9737026
8H-Perfluorooctanoic acid,C(C(C(C(C(C(C(C(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C8H2F14O2,395.9831244
Perfluorosuberic acid,C(=O)(C(C(C(C(C(C(C(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,C8H2F12O4,389.9761472
Perfluoroheptanoic acid,C(=O)(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,C7HF13O2,363.9768961
"2,2,3,3,4,4,5,5,6,6,7,7-Dodecafluoro-7-[(1,1,1,2,3,3,3-heptafluoropropan-2-yl)oxy]heptanoic acid",C(=O)(C(C(C(C(C(C(F)(F)OC(C(F)(F)F)(C(F)(F)F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,C10HF19O3,529.9622301
7H-Perfluoroheptanoic acid,C(C(C(C(C(C(C(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C7H2F12O2,345.9863179
Perfluorohexanoic acid,C(=O)(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)O,C6HF11O2,313.9800897
6-H-Perfluorohexanoic acid,C(C(C(C(C(C(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F,C6H2F10O2,295.9895115
Octafluoroadipic acid,C(=O)(C(C(C(C(C(=O)O)(F)F)(F)F)(F)F)(F)F)O,C6H2F8O4,289.9825343
Perfluoropentanoic acid,C(=O)(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)O,C5HF9O2,263.9832833
5H-Octafluoropentanoic acid,C(C(C(C(C(=O)O)(F)F)(F)F)(F)F)(F)F,C5H2F8O2,245.9927051
Hexafluoroglutaric acid,C(=O)(C(C(C(C(=O)O)(F)F)(F)F)(F)F)O,C5H2F6O4,239.9857279
Perfluorobutanoic acid,C(=O)(C(C(C(F)(F)F)(F)F)(F)F)O,C4HF7O2,213.9864768
Perfluoro-4-isopropoxybutanoic acid,C(=O)(C(C(C(F)(F)OC(C(F)(F)F)(C(F)(F)F)F)(F)F)(F)F)O,C7HF13O3,379.9718108
"4-(1,2-Dichloro-1,2,2-trifluoroethoxy)-2,2,3,3,4,4-hexafluorobutanoic acid",C(=O)(C(C(C(F)(F)OC(C(Cl)(F)F)(Cl)F)(F)F)(F)F)O,C6HCl2F9O3,361.9159032
"2,2,3,3,4,4-Hexafluoro-4-(trifluoromethoxy)butanoic acid, 1:3 Poly?uoroalkyl Ether Carboxylic Acids;Perfluoro(4-methoxybutanoic) acid",C(=O)(C(C(C(F)(F)OC(F)(F)F)(F)F)(F)F)O,C5HF9O3,279.9781979
Perfluoro-3-{[1-(ethenyloxy)propan-2-yl]oxy}propanoic acid,C(=C(F)OC(C(C(F)(F)F)(F)OC(C(C(=O)O)(F)F)(F)F)(F)F)(F)F,C8HF13O4,407.9667254
"2,2,3,3-Tetrafluoro-3-(heptafluoropropoxy)propionic acid;tetrafluoro-2-(heptafluoropropoxy)propanoic acid, Perfluoro-2-propoxypropanoic acid",C(=O)(C(C(F)(F)OC(C(C(F)(F)F)(F)F)(F)F)(F)F)O,C6HF11O3,329.9750043
Perfluoro-3-ethoxypropanoic acid,C(=O)(C(C(F)(F)OC(C(F)(F)F)(F)F)(F)F)O,C5HF9O3,279.9781979
"2,2,3,3,4,4-Hexafluoro-4-(trifluoromethoxy)butanoic acid, Perfluoro Ether pentanoic acid;Perfluoro-3-methoxypropanoic acid",C(=O)(C(C(F)(F)OC(F)(F)F)(F)F)O,C4HF7O3,229.9813914
"4,8-Dioxa-3H-perfluorononanoic acid",C(C(C(=O)O)(F)F)(F)OC(C(C(F)(F)OC(F)(F)F)(F)F)(F)F,C7H2F12O4,377.9761472
"2,2-Difluoro-3-(nonafluorobutoxy)propanoic acid",C(C(C(=O)O)(F)F)OC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,C7H3F11O3,343.9906544
"[(1-Chloro-1,1,2,3,3,3-hexafluoropropan-2-yl)oxy](difluoro)acetic acid",C(=O)(C(F)(F)OC(C(Cl)(F)F)(C(F)(F)F)F)O,C5HClF8O3,295.9486473
"Perfluoro-3,6-dioxadecanoic acid",C(=O)(C(F)(F)OC(C(F)(F)OC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)O,C8HF15O4,445.9635318
"Perfluoro-3,6-dioxaoctanoic acid",C(=O)(C(F)(F)OC(C(F)(F)OC(C(F)(F)F)(F)F)(F)F)O,C6HF11O4,345.9699189
"Perfluoro-3,6,9-trioxatridecanoic acid",C(=O)(C(F)(F)OC(C(F)(F)OC(C(F)(F)OC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,C10HF19O5,561.9520593
"Perfluoro-3,6,9-trioxadecanoic acid",C(=O)(C(F)(F)OC(C(F)(F)OC(C(F)(F)OC(F)(F)F)(F)F)(F)F)O,C7HF13O5,411.96164
"Perfluoro-3,6-dioxaheptanoic acid",C(=O)(C(F)(F)OC(C(F)(F)OC(F)(F)F)(F)F)O,C5HF9O4,295.9731125
"
Ammonium difluoro{[2,2,4,5-tetrafluoro-5-(trifluoromethoxy)-1,3-dioxolan-4-yl]oxy}acetate;Acetic acid, 2,2-difluoro-2-[[2,2,4,5-tetrafluoro-5-(trifluoromethoxy)-1,3-dioxolan-4-yl]oxy]-",C(=O)(C(F)(F)OC1(C(F)(OC(F)(F)F)OC(F)(F)O1)F)O,C6HF9O6,339.9629417
Perfluoro-2-[(perfluoropentyl)oxy]propanoic acid,C(=O)(C(C(F)(F)F)(F)OC(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)O,C8HF15O3,429.9686172
Perfluoro-2-methyl-3-oxahexanoic acid,C(=O)(C(C(F)(F)F)(F)OC(C(C(F)(F)F)(F)F)(F)F)O,C6HF11O3,329.9750043
"2,3,3,3-Tetrafluoro-2-(pentafluoroethoxy)propanoic acid;2,3,3,3-Tetrafluoro-2-(pentafluoroethoxy)propanoic acid;Perfluoro-2-ethoxypropanoic acid, Perfluoro-n-methoxy butanoic acid",C(=O)(C(C(F)(F)F)(F)OC(C(F)(F)F)(F)F)O,C5HF9O3,279.9781979
"Perfluoro-2,5-dimethyl-3,6-dioxanonanoic acid",C(=O)(C(C(F)(F)F)(F)OC(C(C(F)(F)F)(F)OC(C(C(F)(F)F)(F)F)(F)F)(F)F)O,C9HF17O4,495.9603383
"Perfluoro-(2,5,8-trimethyl-3,6,9-trioxadodecanoic)acid",C(=O)(C(C(F)(F)F)(F)OC(C(C(F)(F)F)(F)OC(C(C(F)(F)F)(F)OC(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)O,C12HF23O5,661.9456722
"2,4,4,5,7,7,8,10,10,11,13,13,14,14,15,15,15-Heptadecafluoro-2,5,8,11-tetrakis(trifluoromethyl)-3,6,9,12-tetraoxapentadecan-1-oic acid",C(=O)(C(C(F)(F)F)(F)OC(C(C(F)(F)F)(F)OC(C(C(F)(F)F)(F)OC(C(C(F)(F)F)(F)OC(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,C15HF29O6,827.9310061
"Perfluoro(2,5,8,11,14-pentamethyl-3,6,9,12,15-pentaoxaoctadecanoic) acid",C(=O)(C(C(F)(F)F)(F)OC(C(C(F)(F)F)(F)OC(C(C(F)(F)F)(F)OC(C(C(F)(F)F)(F)OC(C(C(F)(F)F)(F)OC(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,C18HF35O7,993.9163401
" Perfluoro-2-methoxypropanoic acid,  Perfluoro-n-methoxypropanoic acid;2,3,3,3-Tetrafluoro-2-(trifluoromethoxy)propanoic acid;Perfluoro-2-(perfluoromethoxy)propanoic acid",C(=O)(C(C(F)(F)F)(F)OC(F)(F)F)O,C4HF7O3,229.9813914
3-(Perfluoroisopropyl)-(2E)-difluoropropenoic acid,C(=C(C(C(F)(F)F)(C(F)(F)F)F)F)(C(=O)O)F,C6HF9O2,275.9832833
"2,3,4,4,4-Pentafluoro-3-(trifluoromethyl)butanoic acid",C(C(=O)O)(C(C(F)(F)F)(C(F)(F)F)F)F,C5H2F8O2,245.9927051
"(2Z)-4,4,5,5,6,6,6-Heptafluoro-3-phenylhex-2-enoic acid",c1ccc(cc1)C(=CC(=O)O)C(C(C(F)(F)F)(F)F)(F)F,C12H7F7O2,316.033427
2H-Perfluoro-2-dodecenoic acid,C(=C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)F)C(=O)O,C12H2F20O2,557.9735437
2H-Perfluoro-2-decenoic acid,C(=C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)F)C(=O)O,C10H2F16O2,457.9799308
2H-Perfluoro-2-octenoic acid,C(=C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)F)C(=O)O,C8H2F12O2,357.9863179
4-[(Heptadecafluorooctyl)oxy]-4-oxobut-2-enoic acid,C(=CC(=O)OC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)O,C12H3F17O4,533.9759883
mono(Perfluorobutyl) maleate,C(=CC(=O)OC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)C(=O)O,C8H3F9O4,333.9887626
"4,4,5,5,6,6,6-Heptafluorohex-2-enoic acid",C(=CC(C(C(F)(F)F)(F)F)(F)F)C(=O)O,C6H3F7O2,240.0021269
"3,4-Bis(2,2,3,3,4,4,4-heptafluorobutyl)-1H-pyrrole-2,5-dicarboxylic acid",C(c1c(CC(C(C(F)(F)F)(F)F)(F)F)c(C(=O)O)[nH]c1C(=O)O)C(C(C(F)(F)F)(F)F)(F)F,C14H7F14NO4,519.0151528
"2,3,5,6-Tetrafluoro-4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)benzoic acid",c1(c(c(c(c(c1F)F)C(C(F)(F)F)(C(F)(F)F)F)F)F)C(=O)O,C10HF11O2,361.9800897
"5-{[1,1,1,4,5,5,5-Heptafluoro-3-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-4-(trifluoromethyl)pent-2-en-2-yl]oxy}benzene-1,3-dicarboxylic acid",c1c(cc(cc1C(=O)O)OC(=C(C(C(F)(F)F)(C(F)(F)F)F)C(C(F)(F)F)(C(F)(F)F)F)C(F)(F)F)C(=O)O,C17H5F17O5,611.986553
"5-[1,1,2-Trifluoro-2-(heptafluoropropoxy)ethoxy]benzene-1,3-dicarboxylic acid",c1c(cc(cc1C(=O)O)OC(C(F)OC(C(C(F)(F)F)(F)F)(F)F)(F)F)C(=O)O,C13H6F10O6,448.0004701
"5-[(Heptadecafluorononenyl)oxy]-1,3-benzenedicarboxylic acid",c1c(cc(cc1C(=O)O)OC(=C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)F)F)C(=O)O,C17H5F17O5,611.986553
"3-(1,1,1,2,3,3,3-Heptafluoropropan-2-yl)benzoic acid",c1cc(cc(c1)C(C(F)(F)F)(C(F)(F)F)F)C(=O)O,C10H5F7O2,290.0177769
4-(Heptafluoroisopropyl)benzoic acid,c1cc(ccc1C(=O)O)C(C(F)(F)F)(C(F)(F)F)F,C10H5F7O2,290.0177769
4-(Heptadecafluorooctyl)benzoic acid,c1cc(ccc1C(=O)O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C15H5F17O2,540.0018091
4-(Nonafluorobutyl)benzoic acid,c1cc(ccc1C(=O)O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,C11H5F9O2,340.0145834
4-(Heptafluoropropyl)benzoic acid,c1cc(ccc1C(=O)O)C(C(C(F)(F)F)(F)F)(F)F,C10H5F7O2,290.0177769
6-(Heptafluoropropyl)pyridine-3-carboxylic acid,c1cc(C(C(C(F)(F)F)(F)F)(F)F)ncc1C(=O)O,C9H4F7NO2,291.0130259
"4-[(2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Pentadecafluorooctyl)amino]benzoic acid",c1cc(ccc1C(=O)O)NCC(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C15H8F15NO2,519.0315518
"4-{[1,1,1,4,5,5,5-Heptafluoro-3-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-4-(trifluoromethyl)pent-2-en-2-yl]oxy}benzoic acid",c1cc(ccc1C(=O)O)OC(=C(C(C(F)(F)F)(C(F)(F)F)F)C(C(F)(F)F)(C(F)(F)F)F)C(F)(F)F,C16H5F17O3,567.9967238
4-[(Pentadecafluoroheptyl)oxy]benzoic acid,c1cc(ccc1C(=O)O)OC(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C14H5F15O3,505.9999173
"4-[(1,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Heptadecafluoronon-1-en-1-yl)oxy]benzoic acid",c1cc(ccc1C(=O)O)OC(=C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)F)F,C16H5F17O3,567.9967238
"4-[(2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Pentadecafluorooctyl)oxy]benzoic acid",c1cc(ccc1C(=O)O)OCC(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C15H7F15O3,520.0155674
"4-(2,2,3,3,4,4,4-Heptafluorobutoxy)benzoic acid",c1cc(ccc1C(=O)O)OCC(C(C(F)(F)F)(F)F)(F)F,C11H7F7O3,320.0283416
"4-[(3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Heptadecafluorodecyl)oxy]benzoic acid",c1cc(ccc1C(=O)O)OCCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C17H9F17O3,584.0280239
"2-[2,3,3,3-Tetrafluoro-2-(trifluoromethyl)propanoyl]benzoic acid",c1ccc(c(c1)C(=O)C(C(F)(F)F)(C(F)(F)F)F)C(=O)O,C11H5F7O3,318.0126916
2-(Nonafluorobutyl)benzoic acid,c1ccc(c(c1)C(=O)O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,C11H5F9O2,340.0145834
"2-[(2,2,3,3,4,4,4-heptafluorobutanoyl)amino]benzoic acid",c1ccc(c(c1)C(=O)O)N=C(C(C(C(F)(F)F)(F)F)(F)F)O,C11H6F7NO3,333.0235906
2-(Heptafluoropropyl)pyridine-4-carboxylic acid,c1cnc(cc1C(=O)O)C(C(C(F)(F)F)(F)F)(F)F,C9H4F7NO2,291.0130259
4-(Pentadecafluoroheptyl)cyclohexane-1-carboxylic acid,C1CC(CCC1C(=O)O)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C14H11F15O2,496.0519529
4-(Tridecafluorohexyl)cyclohexane-1-carboxylic acid,C1CC(CCC1C(=O)O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C13H11F13O2,446.0551465
4-(Undecafluoropentyl)cyclohexane-1-carboxylic acid,C1CC(CCC1C(=O)O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,C12H11F11O2,396.05834
4-(Nonafluorobutyl)cyclohexane-1-carboxylic acid,C1CC(CCC1C(=O)O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,C11H11F9O2,346.0615336
4-(Heptafluoropropyl)cyclohexane-1-carboxylic acid,C1CC(CCC1C(=O)O)C(C(C(F)(F)F)(F)F)(F)F,C10H11F7O2,296.0647271
"4,4,5,5,6,6,6-Heptafluoro-3-(nitromethyl)hexanoic acid",C(C(CN(=O)=O)C(C(C(F)(F)F)(F)F)(F)F)C(=O)O,C7H6F7NO4,301.0185052
"2-(2,2,3,3,4,4,4-Heptafluorobutyl)butanedioic acid",C(C(CC(C(C(F)(F)F)(F)F)(F)F)C(=O)O)C(=O)O,C8H7F7O4,300.0232562
3-(Heptafluoropropyl)pentanedioic acid,C(C(CC(=O)O)C(C(C(F)(F)F)(F)F)(F)F)C(=O)O,C8H7F7O4,300.0232562
"3,4,4,4-Tetrafluoro-3-(trifluoromethyl)butanoic acid",C(C(=O)O)C(C(F)(F)F)(C(F)(F)F)F,C5H3F7O2,228.0021269
2-Perfluorodecyl ethanoic acid,C(C(=O)O)C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C12H3F21O2,577.979772
2-Perfluorooctyl ethanoic acid,C(C(=O)O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C10H3F17O2,477.9861591
(Perfluoroheptyl)ethanoic acid,C(C(=O)O)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C9H3F15O2,427.9893526
2-Perfluorohexyl ethanoic acid,C(C(=O)O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C8H3F13O2,377.9925462
5:2 Fluorotelomer carboxylic acid,C(C(=O)O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,C7H3F11O2,327.9957398
"3,3,4,4,5,5,5-Heptafluoropentanoic acid",C(C(=O)O)C(C(C(F)(F)F)(F)F)(F)F,C5H3F7O2,228.0021269
"3,3,4,4-Tetrafluoro-4-[perfluoro-2-(fluorosulfonyl)ethoxy]butanoic acid",C(C(=O)O)C(C(F)(F)OC(C(F)(F)S(=O)(=O)F)(F)F)(F)F,C6H3F9O5S,357.9557482
"5,6,6,6-Tetrafluoro-4-oxo-5-(trifluoromethyl)hexanoic acid",C(CC(=O)O)C(=O)C(C(F)(F)F)(C(F)(F)F)F,C7H5F7O3,270.0126916
"5,5,6,6,7,7,7-heptafluoro-4,4-bis(trifluoromethyl)heptanoic Acid",C(CC(C(C(C(F)(F)F)(F)F)(F)F)(C(F)(F)F)C(F)(F)F)C(=O)O,C9H5F13O2,392.0081963
"4,4-bis(Trifluoromethyl)-4-fluoropropanoic acid",C(CC(C(F)(F)F)(C(F)(F)F)F)C(=O)O,C6H5F7O2,242.0177769
8:3 Fluorotelomer carboxylic acid,C(CC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)O,C11H5F17O2,492.0018091
3-Perfluoroheptylpropanoic acid,C(CC(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)O,C10H5F15O2,442.0050027
6:3 Fluorotelomer carboxylic acid,C(CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)O,C9H5F13O2,392.0081963
"2H,2H,3H,3H-Perfluorooctanoic acid",C(CC(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)O,C8H5F11O2,342.0113898
3-(Perfluorobutyl)propanoic acid,C(CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)C(=O)O,C7H5F9O2,292.0145834
3:3 Fluorotelomer carboxylic acid,C(CC(C(C(F)(F)F)(F)F)(F)F)C(=O)O,C6H5F7O2,242.0177769
"4,4,5,5-Tetrafluoro-5-[(1,1,1,2,3,3,3-heptafluoropropan-2-yl)oxy]pentanoic acid",C(CC(C(F)(F)OC(C(F)(F)F)(C(F)(F)F)F)(F)F)C(=O)O,C8H5F11O3,358.0063044
"4,5,5,5-Tetrafluoro-4-(heptafluoropropoxy)pentanoic acid",C(CC(C(F)(F)F)(F)OC(C(C(F)(F)F)(F)F)(F)F)C(=O)O,C8H5F11O3,358.0063044
"5,5,6,6,7,7,8,8,8-Nonafluorooctanoic acid",C(CC(=O)O)CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,C8H7F9O2,306.0302334
N-(Perfluoroheptanoyl)-3-aminopropanoic acid,C(CN=C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O)C(=O)O,C10H6F13NO3,435.0140099
3-(Nonafluorobutoxy)propanoic acid;C4F9-O-CH2-CH2-COOH Perfluorobutane ether propane,C(COC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)C(=O)O,C7H5F9O3,308.009498
6:2 Fluorotelomer thioether propanoic acid,C(CSCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)O,C11H9F13O2S,452.0115674
NSC146413,C(C(C(C(C(F)(F)F)(F)F)(F)F)SCC(=O)O)C(=O)O,C8H7F7O4S,331.9953272
"1,1,1,2,4,4,5,5,6,6,7,7-Dodecafluoro-2-(trifluoromethyl)heptan-3-ol",C(C(C(F)(F)F)(C(F)(F)F)F)(C(C(C(C(F)F)(F)F)(F)F)(F)F)O,C8H3F15O,399.994438
Perfluorotriethylcarbinol,C(C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)O,C7HF15O,385.978788
"1,1,1,3,4,4,4-Heptafluoro-2,3-bis(trifluoromethyl)butan-2-ol",C(C(C(F)(F)F)(C(F)(F)F)O)(C(F)(F)F)(C(F)(F)F)F,C6HF13O,335.9819815
Nonafluoro-tert-butanol,C(C(F)(F)F)(C(F)(F)F)(C(F)(F)F)O,C4HF9O,235.9883686
"Perfluoro-2-(2-ethoxyethoxy)-1,1-diphenylethan-1-ol",c1(c(c(c(c(c1F)F)F)F)F)C(c1c(c(c(c(c1F)F)F)F)F)(C(F)(F)OC(C(F)(F)OC(C(F)(F)F)(F)F)(F)F)O,C18HF21O3,663.9590365
(Perfluoropropyl)(perfluorophenyl)methanol,c1(c(c(c(c(c1F)F)F)F)F)C(C(C(C(F)(F)F)(F)F)(F)F)O,C10H2F12O,365.9914033
"5-(Perfluorooctyl)-1,3-bis(bis(trifluoromethyl)hydroxymethyl)benzene",c1c(cc(cc1C(C(F)(F)F)(C(F)(F)F)O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(C(F)(F)F)(C(F)(F)F)O,C20H5F29O2,827.9826478
(Perfluorobutyl)-4-bromophenylmethanol,c1cc(ccc1C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)O)Br,C11H6BrF9O,403.9458309
"[4-(3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Heptadecafluorodecyl)phenyl](diphenyl)methanol",c1ccc(cc1)C(c1ccccc1)(c1ccc(cc1)CCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,C29H19F17O,706.116445
(Perfluorooctyl)phenylmethanol,c1ccc(cc1)C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,C15H7F17O,526.0225446
(Perfluoropropyl)phenylmethanol,c1ccc(cc1)C(C(C(C(F)(F)F)(F)F)(F)F)O,C10H7F7O,276.0385124
1H-Pyrrol-2-yl(perfluoropropyl)methanol,c1cc(C(C(C(C(F)(F)F)(F)F)(F)F)O)[nH]c1,C8H6F7NO,265.0337614
(2S)-2-Pyrrolidinyl-bis(4-(perfluorooctyl)phenyl)methanol,C1CC(C(c2ccc(cc2)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(c2ccc(cc2)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O)NC1,C33H17F34NO,1089.076724
(2S)-2-Pyrrolidinyl-bis(4-(perfluorohexyl)phenyl)methanol,C1CC(C(c2ccc(cc2)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(c2ccc(cc2)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O)NC1,C29H17F26NO,889.0894979
"3-(Bromomethyl)-1,1,1,2,2,4,4,5,5,6,6,6-dodecafluorohexan-3-ol",C(C(C(C(C(F)(F)F)(F)F)(F)F)(C(C(F)(F)F)(F)F)O)Br,C7H3BrF12O,409.9175655
"(Perfluoropropyl)chloromethyl-2,4-difluorophenylmethanol",c1cc(c(cc1F)F)C(CCl)(C(C(C(F)(F)F)(F)F)(F)F)O,C11H6ClF9O,359.9963465
"3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluoro-1-iodooctan-2-ol",C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O)I,C8H4F13IO,489.9099296
"alpha-(2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Heptadecafluorononyl)aziridine-1-ethanol",C1CN1CC(CC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,C13H10F17NO,519.0490937
4-Oxo-4-[(3-(perfluorooctyl)-2-hydroxypropyl)amino]-(Z)-2-butenoic acid,C(=CC(=O)O)C(=NCC(CC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O)O,C15H10F17NO4,591.0338375
(Perfluoro-3-methylbutyl)-2-hydroxypropyl acrylate,C=CC(=O)OCC(CC(C(C(C(F)(F)F)(C(F)(F)F)F)(F)F)(F)F)O,C11H9F11O3,398.0376046
3-(Perfluoro-7-methyloctyl)-2-hydroxypropyl acrylate,C=CC(=O)OCC(CC(C(C(C(C(C(C(C(F)(F)F)(C(F)(F)F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,C15H9F19O3,598.0248303
